X,Y,T,ageshr19,ageshr60,buyuk,hischshr1520m,i89,lpop1994,merkezi,merkezp,partycount,prov,prov_num,sexr,shhs,subbuyuk,vshr_islam1994
-12.077295,22.65625,0,31.732706,16.554733,0,15.000001,0,7.4983158,0,0,6,Aydin,Aydin,99.330658,3.3879409,0,21.256039
-48.025616,7.4957409,0,49.861794,6.0657248,0,6.2639818,0,8.0851784,0,0,6,Aydin,Aydin,96.085518,5.909256,0,1.743152
-31.971287,2.3010547,0,52.596294,4.4978061,0,3.7604458,0,7.635304,0,0,7,Aydin,Aydin,93.171654,9.5953217,0,.44174486
-41.918869,2.2696929,0,49.4179,5.7361145,0,2.7210884,0,7.415175,0,0,7,Aydin,Aydin,102.60442,12.686153,0,1.0946555
-25.70487,5.5762081,0,52.622288,4.9672213,0,7.0745697,,8.1303539,0,0,5,Aydin,Aydin,99.446823,5.3342299,0,7.9091907
-55.837566,2.8350515,0,49.203033,7.0028744,0,3.4267914,,7.167038,0,0,7,Aydin,Aydin,99.426781,6.2737703,0,1.6920474
-22.753695,22.140522,0,36.060528,9.1097078,0,15.505145,0,10.352267,1,0,11,Aydin,Aydin,102.11235,3.7646492,0,6.821444
-48.403992,7.4441686,0,41.392467,8.7744398,0,8.2666664,0,8.3918571,0,0,4,Aydin,Aydin,100.90056,11.372017,0,4.1396508
-34.343864,19.804401,0,30.091385,18.772846,0,15.113351,0,8.5541039,0,0,6,Aydin,Aydin,92.220833,3.196995,0,4.3671823
-44.608948,13.296398,0,37.851662,11.620844,0,12.771739,0,8.1455498,1,0,8,Aydin,Aydin,99.680817,3.9847133,0,4.6990666
-59.847767,22.330097,0,31.102907,14.859252,0,9.848485,0,7.0343881,0,0,3,Aydin,Aydin,110.5928,4.4496918,0,.8563273
-49.193165,21.370968,0,31.601486,17.170998,0,17.094017,0,8.4398804,0,0,6,Aydin,Aydin,90.483955,3.1715708,0,1.5899383
-30.168661,31.065088,0,28.191021,13.31426,0,21.799999,0,8.3461676,0,0,7,Balikesir,Balikesir,110.61414,3.3621902,0,1.1153427
-29.143568,26.070902,0,29.722378,15.63184,0,17.994858,0,9.8045511,1,0,9,Balikesir,Balikesir,101.57549,3.1358824,0,1.4138898
-48.534073,15.873016,0,31.368732,14.762301,0,16.63516,0,8.6075821,0,0,5,Balikesir,Balikesir,100.98715,7.1180739,0,1.3074485
-31.411043,14.285715,0,30.213707,17.980841,0,23.076923,0,6.7833252,0,0,6,Balikesir,Balikesir,104.67572,4.1882715,0,1.3496933
-15.550256,33.824493,0,33.529678,8.7682648,0,25.421959,0,11.648155,1,1,12,Balikesir,Balikesir,106.53833,3.4396565,0,13.522511
-16.226709,11.688312,0,28.422153,18.756531,0,20.454546,,7.2320104,0,0,6,Balikesir,Balikesir,97.116379,3.057508,0,17.857143
-35.665207,30.065361,0,24.690182,10.867493,0,18.791946,0,7.766417,0,0,5,Balikesir,Balikesir,156.68842,5.6397848,0,8.7445345
-21.491581,12.676056,0,28.235909,15.396659,0,13,0,7.2137685,1,0,8,Balikesir,Balikesir,104.70085,3.2147651,0,3.0473135
-48.739498,20,0,25.261932,23.86496,0,22.5,0,6.498282,0,0,5,Balikesir,Balikesir,107.48792,3.3554688,0,1.6806724
-19.24589,25.103992,0,31.741241,10.006262,0,22.055403,0,10.920492,1,0,9,Balikesir,Balikesir,97.424255,3.2369418,0,8.0851402
-33.651619,21.465969,0,25.708103,18.568056,0,16.097561,0,8.2222853,0,0,8,Balikesir,Balikesir,102.79218,3.1775,0,3.0381944
-35.363247,8.0745335,0,36.541355,12.030075,0,8.695652,0,6.8906093,0,0,5,Balikesir,Balikesir,97.329376,4.7841725,0,4.8076925
-50.346619,1.904762,0,32.889545,12.179487,0,15.384616,0,7.103322,0,0,5,Balikesir,Balikesir,109.28793,4.7272725,0,.51993066
-32.06435,22.938145,0,35.182129,9.8625431,0,18.329178,0,9.0902042,1,0,8,Balikesir,Balikesir,97.421982,3.4058988,0,6.7297063
-22.472916,22.562141,0,30.643353,12.120921,0,15.112705,0,9.6105919,1,0,8,Balikesir,Balikesir,107.62633,3.4034877,0,4.5125141
-52.442394,10.344828,0,25.254393,17.345051,0,14.529915,0,7.0715733,0,0,7,Balikesir,Balikesir,113.63636,3.1608188,0,.4608295
8.3890495,14.11917,1,35.976524,10.085983,0,13.301663,0,9.0684309,1,0,8,Balikesir,Balikesir,98.429253,3.5820093,0,38.400402
-25.015953,13.483146,0,39.872845,6.5622158,0,9.3220339,,7.4181809,0,0,7,Balikesir,Balikesir,107.24706,3.7101939,0,6.57307
-33.601555,30.310881,0,26.079071,17.011244,0,23.738317,0,8.323123,0,0,9,Balikesir,Balikesir,106.43953,5.9147224,0,2.7192008
-33.146614,23.966942,0,27.816027,16.120443,0,15.841584,0,8.4381504,0,0,8,Balikesir,Balikesir,101.57291,6.1196628,0,1.3151486
-50.161808,22.08589,0,25.076065,18.483772,0,15.217391,0,7.5999022,0,0,5,Balikesir,Balikesir,114.93188,3.240756,0,.75512409
-38.165531,17.211876,0,33.179428,9.6423645,0,13.657056,0,10.108711,1,0,10,Balikesir,Balikesir,107.18778,3.5139835,0,4.6478682
-46.678738,26.17535,0,28.009235,13.142918,0,18.333334,0,9.1859455,1,0,5,Balikesir,Balikesir,111.20309,3.2506108,0,2.2405794
-48.446415,8.955224,0,31.94544,13.460157,0,9.7014923,,7.4283333,0,0,4,Balikesir,Balikesir,103.20934,3.4522924,0,1.5852885
-61.523628,20.212767,0,25.74217,22.773485,0,19.387754,,7.0335064,0,0,7,Balikesir,Balikesir,104.40565,3.089196,0,.38572806
-30.656933,15.73604,0,30.640465,14.556042,0,12.977099,,7.8520503,1,0,8,Balikesir,Balikesir,106.61655,3.5110734,0,2.7050235
-38.937031,15.289256,0,30.801287,16.423565,0,14.832536,0,8.2281771,0,0,8,Balikesir,Balikesir,95.881256,3.373163,0,3.2062392
-15.15134,17.781494,0,32.970245,10.848523,0,18.591372,0,9.8515625,1,0,10,Balikesir,Balikesir,96.63269,3.34252,0,15.466637
-21.082321,18.125,0,29.954556,14.265956,0,20.861677,0,8.7311745,1,0,8,Balikesir,Balikesir,108.95953,3.3627906,0,11.210999
-13.960324,6.8702288,0,31.356693,17.744833,0,13.274336,0,7.2855067,0,0,4,Balikesir,Balikesir,104.97237,3.4781251,0,23.879499
-33.063789,22.368422,0,26.791277,22.367601,0,24.637682,0,7.072422,0,0,7,Balikesir,Balikesir,97.660103,3.3229814,0,2.5157232
-17.572338,7.6923079,0,38.375671,11.662818,0,16.190477,0,7.3178763,0,0,5,Balikesir,Balikesir,102.96875,3.7761629,0,17.925194
-40.359642,9.090909,0,40.093456,12.336449,0,9.782609,,6.9930153,0,0,5,Balikesir,Balikesir,98.331795,4.163424,0,7.3926077
-10.346909,24.367088,0,35.100483,12.560637,0,21.035599,0,8.2016602,1,0,9,Balikesir,Balikesir,98.35051,3.4113476,0,17.164404
-51.728554,22.608696,0,34.187641,12.768878,0,14.655172,0,6.7117405,0,0,5,Balikesir,Balikesir,122.05285,5.7349081,0,1.6645327
-36.315323,22.058825,0,30.91073,15.365193,0,15.810277,0,8.227375,1,0,8,Balikesir,Balikesir,94.356819,3.220093,0,5.2849131
-51.402641,12.5,0,28.346952,19.170334,0,24.074074,0,7.1762547,0,0,5,Balikesir,Balikesir,101.64765,3.4288793,0,2.4752476
-18.549908,18.072289,0,33.950504,12.520623,0,20.161291,0,8.1814404,1,0,7,Balikesir,Balikesir,96.011497,3.4678957,0,8.6001253
-44.683807,10.891088,0,28.896946,19.834284,0,12.087913,0,7.4175806,0,0,5,Balikesir,Balikesir,90.62191,3.4298401,0,4.3780403
-67.882629,27.272728,0,21.409422,18.919954,0,11.965812,,7.2765565,0,0,4,Balikesir,Balikesir,138.01277,3.351733,0,.55511498
-42.284416,43.47826,0,27.900679,15.03386,0,26.31579,0,7.2513452,1,0,5,Balikesir,Balikesir,118.87351,3.2669616,0,.37821484
-47.103275,10.344828,0,37.253014,3.3734939,0,8.9005241,,6.9735432,0,0,3,Balikesir,Balikesir,193.07909,5.2664976,0,6.2972293
-42.329369,13.471502,0,35.401665,14.238226,0,12.408759,0,7.4529824,0,0,6,Balikesir,Balikesir,102.80899,4.45679,0,1.1897308
-25.515057,16.374269,0,40.931183,10.555987,0,12.255541,0,8.6037378,1,0,8,Balikesir,Balikesir,97.012642,3.7963099,0,4.1798735
-35.564518,11.940298,0,31.558514,19.245703,0,15.584415,,7.2086005,0,0,7,Balikesir,Balikesir,101.22768,3.5916336,0,10
-21.776731,2,0,38.754608,11.921344,0,3.4782608,,7.254178,0,0,6,Balikesir,Balikesir,90.852234,4.6942306,0,18.789309
-26.842451,34.962406,0,31.033167,14.868471,0,23.901581,0,8.8236475,1,0,9,Balikesir,Balikesir,97.51506,3.5469911,0,11.36587
-16.345413,6.1855669,0,29.916214,18.482012,0,14.893617,0,7.2449417,0,0,5,Balikesir,Balikesir,97.758286,3.5225694,0,15.034695
-43.884449,17.79661,0,30.163935,16.106558,0,14.545454,0,7.448916,0,0,6,Balikesir,Balikesir,99.346405,3.9228296,0,1.2292563
-28.987936,22.158548,0,31.329298,11.95696,0,17.471466,0,9.4682331,1,0,9,Balikesir,Balikesir,101.50871,3.2767739,0,4.0717158
-33.604031,17.746479,0,32.076366,9.1038179,0,15.929204,0,8.259717,1,0,9,Bartin,Bartin,102.29812,3.5467265,0,3.1923831
-10.78067,10.31746,0,35.133564,13.472706,0,20.238096,,7.1041441,0,0,7,Bartin,Bartin,91.973244,4.1097851,0,18.58736
-31.877729,9.7421207,0,39.422295,8.7672901,0,20.512821,0,7.8312201,0,0,8,Bartin,Bartin,93.46714,4.3312774,0,6.069869
-23.594999,24.852362,0,33.196266,9.3743057,0,23.216995,0,9.9139328,1,1,10,Bartin,Bartin,92.97625,3.5685108,0,6.9827685
-40.647118,35.416664,0,31.099325,13.88621,0,19.424461,0,6.9893351,1,0,7,Bartin,Bartin,118.3158,4.189899,0,5.4600606
-17.493113,10.714286,0,45.850624,10.511757,0,19.512194,0,7.389564,0,0,5,Bartin,Bartin,103.51865,4.9776249,0,24.586777
-37.414967,19.248827,0,35.519733,11.145081,0,12.658228,0,7.5709586,1,0,8,Bartin,Bartin,101.56863,4.2279673,0,1.1904762
-11.202637,10.10101,0,38.755981,9.5325727,0,7.5949364,,7.189168,0,0,6,Bartin,Bartin,94.48819,4.7088389,0,21.169685
1.3862342,8.30931,1,57.80611,3.9879727,0,20.176634,0,11.058669,1,1,8,Batman,Batman,100.87975,6.8191633,0,34.009918
-48.94083,2.4390242,0,59.114391,4.0590405,0,13.157895,,7.3594675,0,0,4,Batman,Batman,106.87023,7.9239764,0,0
5.6555271,7.5614371,1,60.848724,3.9981294,0,18.621973,0,7.9266024,1,0,5,Batman,Batman,107.47028,7.5233068,0,32.176521
1.3612539,5.0938339,1,54.324532,5.7022581,0,18.906605,0,7.076654,0,0,2,Batman,Batman,114.00491,10.011495,0,50.680626
-25.071632,14.137931,0,50.621231,6.1057863,0,29.245285,0,7.8200378,1,0,6,Batman,Batman,123.39413,7.6203785,0,17.239733
-45.781364,6.1776061,0,51.648949,5.7236304,0,21.6,0,7.3225102,1,0,5,Batman,Batman,100.60143,6.7197804,0,6.8231845
-46.60033,7.7562323,0,54.577309,3.285151,0,16.430595,,6.49224,0,0,4,Batman,Batman,118.67816,9.6532774,0,1.9900497
-17.853052,12.283105,0,55.749012,3.5707698,0,18.976044,,8.8920612,1,0,5,Batman,Batman,106.63923,8.7083197,0,16.887579
-56.15551,2.9126215,0,61.266094,3.3619456,0,4.090909,,6.3099184,0,0,2,Batman,Batman,118.60828,11.948718,0,0
-11.247087,14.62069,0,54.538898,3.8639877,0,20.737913,0,8.3113985,1,0,3,Batman,Batman,109.06937,7.4884257,0,33.333336
-4.1244564,11.276596,0,50.599144,7.0756063,0,25.961538,0,7.3537221,1,0,5,Bayburt,Bayburt,110.57375,7.4023232,0,28.798843
-23.6404,6.6985645,0,45.874954,9.2119865,0,20.765028,0,6.9772816,0,0,4,Bayburt,Bayburt,102.47191,6.1712327,0,11.986682
15.566036,12.578617,1,38.468197,10.168758,0,24.031008,0,6.8341088,0,0,4,Bayburt,Bayburt,95.847458,6.3142076,0,46.93396
4.3168125,19.464033,1,44.791698,7.1395383,0,22.577133,0,9.4585276,1,1,7,Bayburt,Bayburt,113.77962,5.3790402,0,29.013432
16.926071,5.839416,1,42.744892,7.386066,0,22.093023,,6.3613024,0,0,4,Bayburt,Bayburt,112.82052,7.0966544,0,55.058365
-2.090034,2.3584907,0,49.053356,8.2616177,0,16.836735,1,7.2562971,0,0,4,Bayburt,Bayburt,104.57747,6.3037972,0,32.475883
-44.055069,14.141414,0,50.655018,7.2780209,0,13.821138,0,6.7934661,1,0,4,Bayburt,Bayburt,110.30612,6.0263157,0,4.6307883
-31.700802,24.528303,0,31.696814,12.101637,0,21.875,0,7.103322,0,0,5,Bilecik,Bilecik,117.21234,3.6740506,0,3.2056992
-16.059011,31.1138,0,30.464741,6.3597717,0,21.174625,0,9.4705486,1,1,8,Bilecik,Bilecik,147.51433,4.3646021,0,10.496863
-22.76029,15.231789,0,34.814579,10.038363,0,20.238096,,7.4860525,0,0,5,Bilecik,Bilecik,108.67245,3.800729,0,12.893462
-36.052792,15.032681,0,35.897438,12.012645,0,20,0,7.4927602,0,0,5,Bilecik,Bilecik,92.364868,4.7929292,0,4.0791845
-47.396385,18.421053,0,38.455479,9.4168634,0,33.333336,,6.9265771,0,0,4,Bilecik,Bilecik,101.26884,5.9299064,0,1.8065886
-25.986031,17.969925,0,37.498154,7.3858728,0,18.421053,0,9.9573603,1,0,9,Bilecik,Bilecik,105.04968,3.7917566,0,6.0753903
-39.442436,19.809069,0,34.433018,16.223936,0,23.444977,0,8.3572588,1,0,7,Bilecik,Bilecik,95.041779,3.5651731,0,4.5172949
-63.446968,11.538462,0,41.751041,10.780227,0,18.032785,,6.3473892,0,0,4,Bilecik,Bilecik,104.00972,6.5585938,0,3.9772727
-33.095722,15.000001,0,31.01812,13.934426,0,18.320612,,6.9517722,0,0,4,Bilecik,Bilecik,106.96429,4.9849463,0,4.5824847
-6.581089,15.231789,0,37.240517,7.4605899,0,16.959799,0,8.7035065,1,0,7,Bilecik,Bilecik,105.8474,3.786643,0,21.587416
-37.896214,27.326733,0,37.317917,12.764679,0,21.041666,0,8.2776661,1,0,6,Bilecik,Bilecik,99.789978,3.8941522,0,6.1711082
-15.17544,8.8888893,0,28.462637,15.27844,0,17.857143,0,7.0992017,0,0,6,Bilecik,Bilecik,101.82516,4.0717053,0,14.824562
-31.515711,17.391304,0,32.306938,13.636364,0,20.560747,,7.0175061,0,0,5,Bilecik,Bilecik,101.97433,4.6500001,0,8.5027723
1.4958129,18.489985,1,31.596014,7.2761784,0,18.838993,0,8.5939693,1,0,8,Bilecik,Bilecik,133.37024,4.2500839,0,21.140806
-53.931034,22.535212,0,34.989044,12.929146,0,20.689655,0,6.6833611,1,0,5,Bilecik,Bilecik,107.11044,4.23839,0,2.6206896
-45.645645,5.208333,0,42.047478,7.8635015,0,14.352942,0,7.5730171,1,0,4,Bingol,Bingol,148.15906,6.4559388,0,3.8288288
20.060127,12.671847,1,49.125965,4.0405946,0,24.090122,0,10.124549,1,1,8,Bingol,Bingol,104.0045,5.3116374,0,39.975121
8.1885843,4.7619047,1,55.03326,4.0354767,0,13.744076,,6.1070228,0,0,2,Bingol,Bingol,140.91881,13.584337,0,54.094292
6.4708219,14.232209,1,52.902699,4.2191334,0,24.574541,1,8.6894646,1,0,6,Bingol,Bingol,122.01379,7.3912168,0,31.361652
-67.814728,3.2544379,0,53.06348,4.0698962,0,15.517241,0,6.9363427,0,0,3,Bingol,Bingol,113.65784,11.742857,0,.95011878
-22.949005,7.6411963,0,52.516834,3.8237643,0,22.320442,0,7.6948481,1,0,4,Bingol,Bingol,141.41637,9.3600426,0,25.997782
6.4657393,7.0243902,1,55.364746,4.34904,0,21.242125,1,8.4701014,1,0,7,Bingol,Bingol,114.92873,6.7570753,0,35.677486
-76.247032,31.967215,0,18.941326,8.9285717,0,21.272728,0,6.3243589,1,0,4,Bingol,Bingol,207.14986,7.4844871,0,2.1377671
-39.826088,5.7142859,0,37.252914,5.4738975,0,18.333334,0,6.6450911,1,0,4,Bingol,Bingol,179.85815,7.677043,0,.86956519
10.459712,27.40201,1,50.503212,4.9383068,0,36.219643,0,8.417594,1,0,5,Bitlis,Bitlis,125.45991,9.8471441,0,46.280991
-52.758133,1.5957447,0,65.259079,2.8151774,0,7.7127657,,7.3323693,0,0,3,Bitlis,Bitlis,112.57589,11.115646,0,0
6.6271977,18.300653,1,47.241787,5.5078049,0,33.075016,0,8.7054968,1,0,7,Bitlis,Bitlis,117.84081,8.2375088,0,26.470589
9.1212482,1.8099549,1,58.931084,3.4282699,0,6.1085973,,6.9650803,0,0,3,Bitlis,Bitlis,120.12384,11.376,0,53.503895
4.9759374,9.8338413,1,52.687931,3.8065135,0,20.18508,0,9.6258221,1,1,9,Bitlis,Bitlis,112.20123,6.0706758,0,28.901684
13.61607,2.8277636,1,57.672546,3.9312038,0,11.70886,,7.0003343,0,0,3,Bitlis,Bitlis,109.10789,8.5276194,0,56.473213
10.425237,.76335877,1,66.401398,2.4650621,0,11.735942,,6.763885,0,0,4,Bitlis,Bitlis,113.33334,10.345382,0,54.732506
45.607479,.78125,1,66.496887,2.7023203,0,8.2101803,0,7.0587583,0,0,6,Bitlis,Bitlis,118.28289,10.958139,0,61.775703
14.981898,3.3436532,1,61.462635,3.3435459,0,15.427303,0,8.4204617,1,0,7,Bitlis,Bitlis,115.14138,8.5958014,0,43.497635
-61.95219,1.388889,0,55.956875,4.4204855,0,6.3583813,,6.5998707,0,0,3,Bitlis,Bitlis,114.20324,7.8270044,0,16.733068
-16.879433,7.125,0,56.573601,3.6685641,0,15.611061,0,7.8308229,1,0,6,Bitlis,Bitlis,122.76569,7.9906139,0,15.555556
-26.556992,15.789473,0,54.579353,3.076206,0,20.750988,0,6.9527287,1,0,4,Bitlis,Bitlis,176.66022,9.8870964,0,15.158637
43.789474,2.7210884,1,53.308128,4.6786389,0,15.730338,,6.4281054,0,0,4,Bitlis,Bitlis,117.24847,9.1206894,0,71.157898
18.626827,11.658292,1,51.415771,3.3529096,0,21.441074,0,9.7190838,1,0,5,Bitlis,Bitlis,123.79133,7.4905171,0,45.41481
-9.3693705,26.31579,0,33.432594,10.638874,0,25.842697,,7.4882936,0,0,7,Bolu,Bolu,90.608879,4.3053613,0,23.303303
-10.444309,40.214523,0,32.700287,7.1956487,0,29.49925,0,10.59661,1,1,9,Bolu,Bolu,118.33931,4.307508,0,14.52128
-20.547945,14.718615,0,47.736134,8.3058472,0,20.689655,0,7.2262092,1,0,5,Bolu,Bolu,97.922852,6.3766732,0,28.847704
-.17319024,20.309708,0,37.228046,8.3095121,0,31.841301,0,9.1501656,1,0,6,Bolu,Bolu,110.21532,4.9798341,0,43.309086
-18.953552,26.984129,0,33.146069,13.282505,0,15.831135,0,7.6534948,1,0,6,Bolu,Bolu,111.54499,4.3002586,0,17.458622
.35587251,41.346153,1,38.7603,10.23931,0,28.846153,0,6.8057227,1,0,7,Bolu,Bolu,111.88696,6.11271,0,33.807831
-7.3949575,31.578945,0,32.365807,15.904572,0,18.110237,,6.4754329,0,0,3,Bolu,Bolu,105.97871,8.7326393,0,40.168068
-49.432316,8.6538467,0,41.686516,5.4787993,0,6.9565215,,7.1592917,0,0,5,Bolu,Bolu,109.69031,4.2576065,0,1.1353712
-24.121264,27.599998,0,38.015156,9.7209387,0,8.5903082,0,7.7968802,1,0,6,Bolu,Bolu,111.28465,4.2639875,0,6.1511421
-34.228855,9.1743116,0,35.267113,10.893155,0,15.909091,,6.9819345,0,0,5,Bolu,Bolu,112.22321,5.0655389,0,7.7611938
-39.142506,20.522387,0,30.562553,12.913518,0,21.658987,0,8.1619453,1,0,6,Bolu,Bolu,117.97218,4.0263691,0,7.1869216
-18.978857,23.033709,0,30.22612,16.612829,0,24.637682,0,7.6275444,1,0,6,Bolu,Bolu,104.04897,4.3514056,0,6.8592057
2.464232,18.491484,1,37.083595,8.6895037,0,18.032785,0,7.9391589,1,0,7,Bolu,Bolu,102.35294,4.5587392,0,34.896664
-57.83844,24.166666,0,30.476994,15.745041,0,18.666666,0,7.9813914,1,0,5,Burdur,Burdur,98.825005,3.5948408,0,1.2541498
-51.198463,13.013699,0,37.519501,12.597505,0,14.473684,0,7.0379062,0,0,4,Burdur,Burdur,97.382599,4.435986,0,6.0402684
-48.31591,11.538462,0,38.389648,12.580877,0,11.881188,,7.9334383,1,0,4,Burdur,Burdur,101.39961,4.1481113,0,1.4711576
-39.186295,16.666668,0,30.084419,24.788948,0,20.512821,0,6.9097533,0,0,5,Burdur,Burdur,94.477615,3.2252476,0,.85653102
-28.796936,23.574986,0,37.692921,8.7261124,0,22.81081,0,9.5639505,1,0,6,Burdur,Burdur,99.425926,3.6492848,0,15.29502
-41.795044,3.4682081,0,36.500202,11.084044,0,9.090909,,7.3870902,0,0,4,Burdur,Burdur,95.476189,3.7431612,0,6.1620898
-52.108719,28.776979,0,34.732018,11.424541,0,29.268291,0,7.0596175,0,0,4,Burdur,Burdur,111.01191,4.3900928,0,.28116214
-11.669664,41.765995,0,30.557266,9.0210381,0,33.136364,0,10.43232,1,1,10,Burdur,Burdur,112.67034,3.6400874,0,12.585121
-17.467949,14.444445,0,28.182268,19.811789,0,17.721519,1,7.1869011,0,0,5,Burdur,Burdur,94.696243,3.8826923,0,11.538462
-49.839436,22.426472,0,37.518463,9.4112682,0,21.383648,0,7.4295206,1,0,4,Burdur,Burdur,105.41829,5.2306843,0,1.9267824
1.3950527,14.622643,1,38.416229,9.0641365,0,18.644068,0,7.4500794,0,0,4,Burdur,Burdur,100.26212,4.2151723,0,30.183893
-35.022026,10.227273,0,42.329227,11.366181,0,13.725491,0,6.9275579,1,0,5,Burdur,Burdur,105.28736,4.6753926,0,1.9823787
-52.113705,24.175825,0,27.244583,19.96904,0,22.580645,0,7.3192024,0,0,4,Burdur,Burdur,89.628181,3.4119718,0,1.3119533
-16.205534,15.503876,0,32.636147,15.272297,0,15.70248,0,7.3901815,1,0,6,Burdur,Burdur,96.739128,3.5243394,0,11.067194
7.1951227,19.594595,1,38.555573,9.9967833,0,18.792868,0,8.72437,1,0,7,Burdur,Burdur,100.22545,3.6082416,0,28.989548
-34.541061,15.322581,0,32.80098,13.144962,0,17.322836,0,7.1921821,0,0,5,Burdur,Burdur,101.65153,3.9642856,0,.48309177
-34.31884,29.326921,0,28.52,20.02,0,16.901407,0,8.2174387,1,0,5,Burdur,Burdur,97.005516,2.9868579,0,11.304348
-34.125767,23.863636,0,28.116713,15.694076,0,22.580645,0,7.2370591,1,0,5,Burdur,Burdur,101.42475,3.6720779,0,13.420245
-58.986176,18.75,0,29.044119,18.235294,0,14.925373,,6.8554087,0,0,4,Burdur,Burdur,89.415047,3.7465565,0,.80645156
-59.716057,5.0847454,0,29.041286,21.483555,0,12.5,0,7.1196356,0,0,4,Burdur,Burdur,88.771469,3.5110564,0,.97604263
-54.440838,34.562214,0,32.234161,14.486846,0,21.010639,0,8.2098522,1,0,3,Burdur,Burdur,106.1092,3.6871586,0,1.7409265
-38.03804,20.253164,0,29.795298,17.361637,0,20.930233,0,7.0405364,0,0,6,Burdur,Burdur,91.854546,4.7107143,0,1.001001
-36.796387,28.437502,0,31.10696,12.174996,0,20.095694,0,8.0449467,1,0,7,Burdur,Burdur,108.6067,3.8669477,0,3.7526059
-39.359077,20.79208,0,29.425287,19.310345,0,21.428572,,7.2004247,0,0,4,Burdur,Burdur,93.979935,3.3269598,0,1.4790468
-36.338982,24.285715,0,39.161812,11.129614,0,23.744293,0,7.3963351,1,0,7,Bursa,Bursa,102.18855,4.214035,0,7.3898306
-.52015483,2.4390242,0,47.281109,9.2626724,0,12.598425,,6.7661915,0,0,5,Bursa,Bursa,98.53614,5.4797978,0,26.52796
-9.2878056,23.698996,0,35.61343,7.8825669,1,21.923866,0,13.288153,1,0,14,Bursa,Bursa,100.32781,3.7894692,0,18.521843
-50.774338,18.072289,0,27.672714,17.985334,0,16.32653,,6.9431224,0,0,5,Bursa,Bursa,105.96185,3.3958061,0,.99557525
-7.3744731,19.589657,0,35.251923,8.0175791,0,14.736335,0,10.428955,1,0,11,Bursa,Bursa,103.67648,3.7062244,0,20.57481
-52.359138,18.248175,0,28.215027,17.641817,0,15.333334,0,7.7798853,0,0,4,Bursa,Bursa,100.89499,3.4568789,0,2.5652771
-44.489632,18.994413,0,27.319885,17.247839,0,21.119593,0,7.9645033,0,0,6,Bursa,Bursa,103.22108,2.9926693,0,2.1960146
.57324916,16.32184,1,38.577003,7.3194532,0,19.565218,0,9.2666264,1,0,8,Bursa,Bursa,101.21564,4.1500483,0,23.428875
-27.440044,19.473684,0,39.101124,9.4662924,0,19.421488,0,7.5745583,1,0,6,Bursa,Bursa,103.19635,4.7593584,0,6.9157839
3.9628446,15.376192,1,39.8909,7.4793077,0,17.65148,0,10.820678,1,0,10,Bursa,Bursa,102.43204,4.2102356,0,30.283976
-39.984104,7.734807,0,38.150482,10.241962,0,11.827957,,7.3594675,0,0,6,Bursa,Bursa,107.92557,4.8977275,0,4.2925282
-37.172516,12.5,0,37.340366,11.188229,0,7.5471697,0,7.6801758,0,0,7,Bursa,Bursa,98.566704,4.9889197,0,3.311913
-6.05163,8.6148653,0,39.93,7.4699998,0,14.796747,0,7.8442407,0,0,7,Bursa,Bursa,105.38097,8.5470085,0,23.783325
-48.863636,5.4421768,0,36.303776,12.818262,0,13.669065,0,7.0201907,0,0,4,Bursa,Bursa,103.93913,5.2853827,0,4.0719695
-4.5825601,17.880795,0,34.002678,11.537508,0,14.913959,0,9.3703308,1,0,7,Bursa,Bursa,98.143234,3.7565656,0,23.48794
-41.715977,5.5172415,0,33.010056,12.895115,0,10.144927,0,7.4899707,0,0,4,Bursa,Bursa,98.999283,4.3773584,0,6.2130179
-35.793869,12.781956,0,32.794456,12.74057,0,21.95122,0,7.3447189,0,0,4,Bursa,Bursa,95.63253,3.9423368,0,7.2423401
-21.908562,20.748577,0,37.135685,9.3417683,0,18.430494,0,10.000614,1,0,9,Bursa,Bursa,97.934128,3.6971242,0,10.424672
-43.998062,22.330097,0,38.228821,11.578658,0,15.094339,0,7.7075124,1,0,7,Bursa,Bursa,114.76668,4.1177802,0,4.9370766
-38.934731,19.861031,0,35.19421,8.4521379,0,20.838549,0,9.6101227,1,0,8,Bursa,Bursa,97.019203,3.8504412,0,7.891973
-43.296432,14.379086,0,27.359571,9.2472296,0,23.89937,,6.7730803,0,0,4,Bursa,Bursa,122.91312,7.4558406,0,13.653137
-34.151192,19.791668,0,25.121201,19.479946,0,15.217391,0,7.3926477,0,0,7,Bursa,Bursa,101.15248,3.4069068,0,.39787799
-25.672939,27.073172,0,30.907566,13.044,0,18.535469,,8.2485294,0,0,7,Bursa,Bursa,101.18186,3.2942338,0,10.217076
-17.016706,28.013029,0,31.060827,11.84605,0,20.300753,0,9.1276112,1,0,9,Bursa,Bursa,95.242142,3.3075323,0,7.7088304
-47.149895,6.666667,0,31.588783,16.261683,0,5.208333,0,7.3145528,0,0,5,Bursa,Bursa,92.966637,4.0150094,0,.56298381
-50.396473,7.6923079,0,29.967949,13.421474,0,10.526316,,7.0875735,0,0,5,Bursa,Bursa,95.918365,4.9622269,0,2.0264316
-61.484371,3.3707864,0,33.136677,15.240905,0,11.111112,0,7.2218356,0,0,5,Bursa,Bursa,100.3941,4.4025974,0,.703125
-23.927338,18.145163,0,34.957523,10.38497,0,17.057838,0,10.178882,1,0,9,Bursa,Bursa,95.478127,3.5146661,0,11.363062
