state,year,dopen,population,presdemvoteshlag1,demmv,demvoteshlag1,demvoteshlag2,demvoteshfor1,demvoteshfor2,demwinprv1,demwinprv2,dmidterm,dpresdem
Pennsylvania,1958,1,11058000,43.303127,-2.8271704,50.081764,47.979218,51.064121,49.11124,1,0,1,0
Pennsylvania,1962,0,11355000,51.058846,2.3664804,48.383148,50.081764,49.11124,45.795029,0,1,1,1
Pennsylvania,1964,0,11519000,51.058846,-1.470387,51.064121,48.383148,45.795029,45.379681,1,0,0,1
Pennsylvania,1968,0,11741000,64.921318,-6.1004934,49.11124,51.064121,45.379681,45.894402,0,1,0,1
Pennsylvania,1970,0,11800766,47.587158,-6.0459256,45.795029,49.11124,45.894402,46.784245,0,0,1,0
Pennsylvania,1974,0,11870884,39.131313,-7.1078005,45.379681,45.795029,46.784245,48.039177,0,0,1,0
Pennsylvania,1976,1,11897378,39.131313,-5.6070032,45.894402,45.379681,48.039177,39.204292,0,0,0,0
Pennsylvania,1980,1,11863895,50.395679,-2.4448128,46.784245,45.894402,39.204292,42.869217,0,0,0,1
Pennsylvania,1982,0,11845146,42.475929,-20.073011,48.039177,46.784245,42.869217,32.445488,0,0,1,0
Pennsylvania,1986,0,11782752,45.989178,-13.566822,39.204292,48.039177,32.445488,46.330196,0,0,1,0
Pennsylvania,1992,1,11980819,48.386742,-2.7727544,32.445488,42.869217,46.920341,34.787468,0,0,0,0
Pennsylvania,1994,0,12042545,45.146164,-2.4822383,46.330196,32.445488,34.787468,45.509087,0,0,1,0
Pennsylvania,1998,0,12002329,49.173565,-26.55423,46.920341,46.330196,45.509087,41.987442,0,0,1,0
Pennsylvania,2000,0,12280548,49.173565,-6.9069891,34.787468,46.920341,41.987442,58.636581,0,0,0,0
Pennsylvania,2006,0,12510809,50.923805,17.353556,41.987442,45.509087,48.991505,,0,0,1,0
Pennsylvania,2010,1,12702379,54.650341,-2.0169883,58.636581,41.987442,,,1,0,1,0
Illinois,1914,1,6109000,35.339169,-1.6989291,,,44.918388,26.819542,,,1,1
Illinois,1924,1,7215000,25.511583,-28.168396,26.819542,44.918388,43.11565,64.020988,0,0,0,0
Illinois,1930,1,7644000,42.228146,33.290676,43.11565,35.36853,52.232506,56.472076,0,0,1,0
Illinois,1932,0,7736000,42.228146,6.2106519,64.020988,43.11565,56.472076,51.329823,1,0,0,0
Illinois,1938,1,7866000,57.713955,2.9951334,56.472076,52.232506,46.414555,52.607624,1,1,1,1
Illinois,1942,0,8057000,50.979187,-6.8234262,51.329823,56.472076,52.607624,55.066593,1,1,1,1
Illinois,1944,0,7719000,50.979187,5.5501847,46.414555,51.329823,55.066593,45.757095,0,1,0,1
Illinois,1948,0,8552000,51.522488,10.453799,52.607624,46.414555,45.757095,53.572582,1,0,0,1
Illinois,1950,0,8712000,50.067566,-8.125329,55.066593,52.607624,53.572582,45.720066,1,1,1,1
Illinois,1954,0,9252000,44.942959,7.1452856,45.757095,55.066593,45.720066,54.631008,0,1,1,0
Illinois,1956,0,9530000,44.942959,-8.3817902,53.572582,45.757095,54.631008,47.126053,1,0,0,0
Illinois,1960,0,10081000,40.288589,9.4348431,45.720066,53.572582,47.126053,43.899246,0,1,0,0
Illinois,1962,0,10280000,49.981956,-5.7477088,54.631008,45.720066,43.899246,46.592255,1,0,1,1
Illinois,1966,0,10836000,59.471138,-11.047146,47.126053,54.631008,46.592255,37.345684,0,1,1,1
Illinois,1972,0,11251948,44.154217,-24.868763,46.592255,43.899246,62.15107,45.472347,0,0,0,0
Illinois,1974,0,11262145,40.511887,24.929514,37.345684,46.592255,45.472347,56.010605,0,0,1,0
Illinois,1978,0,11412561,47.929417,-7.8663292,62.15107,37.345684,56.010605,50.073059,1,0,1,1
Illinois,1980,1,11426518,47.929417,13.515326,45.472347,62.15107,50.073059,65.125504,0,1,0,1
Illinois,1984,0,11412132,41.721714,1.8617034,56.010605,45.472347,65.125504,65.068398,1,0,0,0
Illinois,1986,0,11387257,43.296555,31.383471,50.073059,56.010605,65.068398,53.268509,1,1,1,0
Illinois,1990,0,11446979,48.604553,30.136803,65.125504,50.073059,53.268509,56.085247,1,1,1,0
Illinois,1992,1,11635197,48.604553,10.211357,65.068398,65.125504,56.085247,47.467419,1,1,0,0
Illinois,1996,1,11953003,48.579678,15.413943,53.268509,65.068398,47.467419,60.334267,1,1,0,0
Illinois,1998,0,12069774,54.315273,-2.9044957,56.085247,53.268509,60.334267,69.968727,1,1,1,0
Illinois,2002,0,12525556,54.596348,22.314199,47.467419,56.085247,69.968727,67.84095,0,1,1,0
Illinois,2008,0,12747038,54.823158,39.310856,69.968727,60.334267,46.416264,,1,1,0,0
Illinois,2010,1,12830632,61.918114,-1.5986085,67.84095,69.968727,,,1,1,1,0
Indiana,1916,0,2897000,43.071228,-1.6298056,42.139961,,41.149532,50.86462,1,,0,1
Indiana,1920,0,2947000,46.471672,-13.417691,46.139042,42.139961,50.86462,48.956223,0,1,0,1
Indiana,1926,0,3148000,38.686646,-1.0800034,50.86462,41.149532,44.116116,55.567814,1,0,1,0
Indiana,1928,0,3212000,38.686646,-11.180962,48.956223,50.86462,55.567814,51.457672,0,1,0,0
Indiana,1932,0,3281000,39.589493,13.30372,44.116116,48.956223,51.457672,49.841385,0,0,0,0
Indiana,1934,0,3319000,54.66774,3.9805741,55.567814,44.116116,49.841385,49.129696,1,0,1,1
Indiana,1940,0,3433000,56.6343,-1.3218045,49.841385,51.457672,48.914455,43.363014,1,1,0,1
Indiana,1944,1,3440000,49.028999,-1.3154387,49.129696,49.841385,43.363014,46.351028,0,1,0,1
Indiana,1946,1,3702000,46.732086,-11.542013,48.914455,49.129696,46.351028,46.819824,0,0,1,1
Indiana,1950,0,3934000,48.775883,-6.4600286,43.363014,48.914455,46.819824,44.388351,0,0,1,1
Indiana,1952,0,4148000,48.775883,-5.6232986,46.351028,43.363014,44.388351,56.455822,0,0,0,1
Indiana,1956,0,4458000,40.992161,-10.818866,46.819824,46.351028,56.455822,50.303997,0,0,0,0
Indiana,1958,1,4583000,39.699444,14.03231,44.388351,46.819824,50.303997,54.334385,0,0,1,0
Indiana,1962,0,4736000,44.599411,.60798824,56.455822,44.388351,54.334385,51.651001,1,0,1,1
Indiana,1964,0,4856000,44.599411,9.0028582,50.303997,56.455822,51.651001,50.123238,1,1,0,1
Indiana,1968,0,5093000,55.978424,3.5012603,54.334385,50.303997,50.123238,50.729042,1,1,0,1
Indiana,1970,0,5195392,37.986149,.24647713,51.651001,54.334385,50.729042,40.462749,1,1,1,0
Indiana,1974,0,5361890,33.336079,4.2871027,50.123238,51.651001,40.462749,46.214207,1,1,1,0
Indiana,1976,0,5389088,33.336079,-18.299252,50.729042,50.123238,46.214207,45.584435,1,1,0,0
Indiana,1980,1,5490224,45.707798,-7.5715899,40.462749,50.729042,45.584435,38.50972,0,1,0,1
Indiana,1982,0,5467922,37.653194,-8.2486153,46.214207,40.462749,38.50972,31.857145,0,0,1,0
Indiana,1988,0,5491735,37.682716,-36.285709,38.50972,45.584435,40.704414,30.500698,0,0,0,0
Indiana,1992,0,5648649,39.686188,-16.632887,31.857145,38.50972,30.500698,63.718571,0,0,0,0
Indiana,1994,0,5745626,36.793907,-36.851372,40.704414,31.857145,63.718571,31.851116,0,0,1,0
Indiana,1998,1,5907617,41.549141,28.925287,30.500698,40.704414,31.851116,61.648781,0,0,1,0
Indiana,2000,0,6080827,41.549141,-34.713211,63.718571,30.500698,61.648781,0,1,0,0,0
Indiana,2004,0,6233007,41.012047,24.423647,31.851116,63.718571,0,39.999001,0,1,0,0
Indiana,2006,0,6332669,39.262974,-87.356903,61.648781,31.851116,39.999001,,1,0,1,0
Indiana,2010,1,6483802,49.945911,-14.579755,0,61.648781,,,0,1,1,0
Michigan,1916,0,3353000,27.410391,-16.48488,,,48.463001,50.591286,,,0,1
Michigan,1924,0,4214000,22.259174,-49.650913,50.591286,48.463001,27.646923,20.905853,1,0,0,0
Michigan,1928,0,4665000,13.129655,-44.143589,24.604704,50.591286,20.905853,47.024517,0,1,0,0
Michigan,1934,0,4798000,52.361744,-4.2995424,20.905853,27.646923,53.28476,46.978943,0,0,1,1
Michigan,1936,1,4889000,52.361744,11.484509,47.024517,20.905853,46.978943,47.194206,0,0,0,1
Michigan,1940,0,5315000,56.329018,-5.6672277,53.28476,47.024517,47.194206,31.995836,1,0,0,1
Michigan,1942,0,5549000,49.521866,-2.3577957,46.978943,53.28476,31.995836,48.510277,0,1,1,1
Michigan,1948,0,6213000,50.194424,-2.1738589,31.995836,47.194206,49.03764,50.752037,0,0,0,1
Michigan,1952,0,6650000,47.56559,-1.5928358,48.510277,31.995836,50.752037,53.572041,0,0,0,1
Michigan,1954,0,7066000,43.974148,1.824379,49.03764,48.510277,53.572041,51.731068,0,0,1,0
Michigan,1958,0,7667000,44.145824,7.4836998,50.752037,49.03764,51.731068,64.381897,1,0,1,0
Michigan,1964,0,8187000,50.850506,29.037291,51.731068,53.572041,43.84272,66.826134,1,1,0,1
Michigan,1966,0,8512000,66.704559,-12.054205,64.381897,51.731068,66.826134,46.29285,1,1,1,1
Michigan,1970,0,8881826,48.183952,33.945404,43.84272,64.381897,46.29285,52.455093,0,1,1,0
Michigan,1972,0,9028944,48.183952,-5.9844284,66.826134,43.84272,52.455093,52.138596,1,0,0,0
Michigan,1976,1,9129205,41.813728,5.6133718,46.29285,66.826134,52.138596,57.735477,0,1,0,0
Michigan,1978,0,9217761,46.437618,4.2867513,52.455093,46.29285,57.735477,51.766121,1,0,1,1
Michigan,1982,0,9115198,42.497414,16.882053,52.138596,52.455093,51.766121,60.378613,1,1,1,0
Michigan,1984,0,9049452,42.497414,4.607728,57.735477,52.138596,60.378613,57.479263,1,1,0,0
Michigan,1988,0,9217998,40.236076,21.923824,51.766121,57.735477,57.479263,42.747139,1,1,0,0
Michigan,1990,0,9310462,45.672077,16.249132,60.378613,51.766121,42.747139,58.357323,1,1,1,0
Michigan,1994,1,9584481,43.773685,-9.1283207,57.479263,60.378613,58.357323,49.474754,1,1,1,0
Michigan,1996,0,9739184,43.773685,18.48819,42.747139,57.479263,49.474754,60.608501,0,1,0,0
Michigan,2000,0,9938823,51.694824,1.6138196,58.357323,42.747139,60.608501,56.909977,1,0,0,0
Michigan,2002,0,10015710,51.277256,22.723034,49.474754,58.357323,56.909977,62.664963,1,1,1,0
Michigan,2006,0,10036081,51.230705,15.652349,60.608501,49.474754,62.664963,,1,1,1,0
Michigan,2008,0,9946889,51.230705,28.818836,56.909977,60.608501,,,1,1,0,0
Ohio,1916,0,5366000,40.963097,3.1115651,39.59573,,40.757713,47.721317,0,,0,1
Ohio,1920,1,5799000,51.855259,-18.346724,49.262341,39.59573,47.721317,46.598541,1,0,0,1
Ohio,1922,0,6054000,38.584118,-3.1784563,40.757713,49.262341,46.598541,39.074459,0,1,1,0
Ohio,1928,0,6608000,23.701269,-21.659872,46.598541,47.721317,52.46764,59.948338,0,0,0,0
Ohio,1932,0,6717000,34.453381,6.642765,39.074459,46.598541,59.948338,46.36134,0,0,0,0
Ohio,1934,0,6751000,49.878571,20.534061,52.46764,39.074459,46.36134,47.627266,1,0,1,1
Ohio,1938,0,6837000,57.997154,-7.2773218,59.948338,52.46764,47.627266,49.702736,1,1,1,1
Ohio,1944,0,6918000,52.204365,-.59452951,47.627266,46.36134,42.355656,42.462086,0,0,0,1
Ohio,1946,1,7512000,49.817162,-14.668065,49.702736,47.627266,42.462086,45.415394,0,0,1,1
Ohio,1952,0,8275000,49.482624,-9.1692123,42.462086,42.355656,52.888657,52.460968,0,0,0,1
Ohio,1956,0,9207000,43.244301,5.7773113,45.415394,42.462086,52.460968,61.560883,0,0,0,0
Ohio,1958,0,9599000,38.885792,4.921937,52.888657,45.415394,61.560883,50.21965,1,0,1,0
Ohio,1962,0,9929000,46.715855,23.121761,52.460968,52.888657,50.21965,48.466293,1,1,1,1
Ohio,1964,0,10080000,46.715855,.43930113,61.560883,52.460968,48.466293,47.449448,1,1,0,1
Ohio,1970,1,10657423,42.947369,-2.2346497,48.466293,50.21965,64.62265,49.510445,0,1,1,0
Ohio,1974,1,10765759,38.070087,33.891251,47.449448,48.466293,49.510445,68.800041,0,0,1,0
Ohio,1976,0,10752662,38.070087,2.9928744,64.62265,47.449448,68.800041,56.656986,1,0,0,0
Ohio,1980,1,10797630,48.898689,40.550488,49.510445,64.62265,56.656986,62.450813,1,1,0,1
Ohio,1982,0,10757087,40.909813,15.520033,68.800041,49.510445,62.450813,56.974323,1,1,1,0
Ohio,1986,0,10730268,40.235443,24.904451,56.656986,68.800041,56.974323,50.989635,1,1,1,0
Ohio,1988,0,10798552,40.235443,13.952109,62.450813,56.656986,50.989635,39.227772,1,1,0,0
Ohio,1992,0,11007609,44.146843,8.6800814,56.974323,62.450813,39.227772,43.534111,1,1,0,0
Ohio,1994,1,11111451,40.181278,-14.208889,50.989635,56.974323,43.534111,35.85384,1,1,1,0
Ohio,1998,1,11237752,47.375748,-12.925607,39.227772,50.989635,35.85384,36.144085,0,1,1,0
Ohio,2000,0,11353336,47.375748,-24.061453,43.534111,39.227772,36.144085,56.164135,0,0,0,0
Ohio,2004,0,11452251,46.44043,-27.706369,35.85384,43.534111,56.164135,39.403889,0,0,0,0
Ohio,2006,0,11481213,48.706676,12.348917,36.144085,35.85384,39.403889,,0,0,1,0
Ohio,2010,1,11536504,51.504272,-17.442408,56.164135,36.144085,,,1,0,1,0
Wisconsin,1916,0,2562000,41.060066,-27.399286,43.806534,,13.182475,0,1,,0,1
Wisconsin,1920,0,2679000,42.797684,-32.052475,31.877419,43.806534,0,12.196736,0,1,0,1
Wisconsin,1926,1,2892000,8.0994635,-42.82304,0,13.182475,0,56.978363,0,0,1,0
Wisconsin,1928,0,2923000,8.0994635,-85.566422,12.196736,0,56.978363,24.236002,0,0,0,0
Wisconsin,1932,1,3021000,44.280613,20.781401,0,12.196736,24.236002,24.744028,0,0,0,0
Wisconsin,1934,0,3054000,63.456226,-28.687876,56.978363,0,24.744028,13.204048,1,0,1,1
Wisconsin,1938,0,3098000,63.801807,-22.911285,24.236002,56.978363,13.204048,42.753513,0,1,1,1
Wisconsin,1940,0,3143000,63.801807,-32.214016,24.744028,24.236002,42.753513,37.409435,0,0,0,1
Wisconsin,1944,0,2980000,50.146675,-7.7499986,13.204048,24.744028,37.409435,46.192066,0,0,0,1
Wisconsin,1946,1,3167000,48.569019,-23.867359,42.753513,13.204048,46.192066,45.565475,0,0,1,1
Wisconsin,1950,0,3435000,50.697838,-7.1450262,37.409435,42.753513,45.565475,41.224762,0,0,1,1
Wisconsin,1956,0,3742000,38.707642,-17.370251,45.565475,46.192066,57.123341,52.559818,0,0,0,0
Wisconsin,1958,0,3843000,37.842377,14.400697,41.224762,45.565475,52.559818,53.293449,0,0,1,0
Wisconsin,1962,0,4049000,48.048908,5.356112,57.123341,41.224762,53.293449,61.692856,1,0,1,1
Wisconsin,1964,0,4165000,48.048908,6.6853018,52.559818,57.123341,61.692856,70.834084,1,1,0,1
Wisconsin,1968,0,4345000,62.088585,23.386923,53.293449,52.559818,70.834084,61.750984,1,1,0,1
Wisconsin,1970,0,4417821,44.267643,42.357128,61.692856,53.293449,61.750984,72.188011,1,1,1,0
Wisconsin,1974,0,4545782,43.724884,25.958672,70.834084,61.692856,72.188011,48.338898,1,1,1,0
Wisconsin,1976,0,4595904,43.724884,45.21888,61.750984,70.834084,48.338898,63.645508,1,1,0,0
Wisconsin,1980,1,4705767,49.436573,-1.8520981,72.188011,61.750984,63.645508,47.395855,1,1,0,1
Wisconsin,1982,0,4728870,43.180317,29.512077,48.338898,72.188011,47.395855,52.053787,0,1,1,0
Wisconsin,1986,0,4755618,45.021702,-3.4797013,63.645508,48.338898,52.053787,52.570133,1,0,1,0
Wisconsin,1988,1,4822388,45.021702,4.52843,47.395855,63.645508,52.570133,58.293671,0,1,0,0
Wisconsin,1992,0,5004636,51.414032,6.5602779,52.053787,47.395855,58.293671,50.547523,1,0,0,0
Wisconsin,1994,0,5095504,41.130741,17.607822,52.570133,52.053787,50.547523,61.542789,1,1,1,0
Wisconsin,1998,0,5222124,48.810951,2.145967,58.293671,52.570133,61.542789,55.350483,1,1,1,0
Wisconsin,2000,0,5363757,48.810951,24.506838,50.547523,58.293671,55.350483,67.306557,1,1,0,0
Wisconsin,2004,0,5514026,47.832821,11.238742,61.542789,50.547523,67.306557,47.019917,1,1,0,0
Wisconsin,2006,0,5577655,49.699718,37.829872,55.350483,61.542789,47.019917,,1,1,1,0
Wisconsin,2010,0,5686986,56.217785,-4.8376322,67.306557,55.350483,,,1,1,1,0
Iowa,1914,0,2338000,37.640068,-9.033206,,,34.601555,37.423153,,,1,1
Iowa,1926,1,2432000,16.419628,-13.202,49.957851,37.423153,43.033848,54.855656,0,0,1,0
Iowa,1930,0,2475000,37.556,-13.252542,43.319656,49.957851,54.855656,50.484348,0,0,1,0
Iowa,1936,0,2509000,57.685589,3.3609123,54.855656,43.033848,49.743759,41.705318,1,0,0,1
Iowa,1938,0,2494000,54.399849,.33720434,50.484348,54.855656,41.705318,48.373344,1,1,1,1
Iowa,1942,0,2439000,47.621094,-16.266956,49.743759,50.484348,48.373344,57.798786,1,1,1,1
Iowa,1944,0,2301000,47.621094,-2.9102535,41.705318,49.743759,57.798786,44.700726,0,1,0,1
Iowa,1948,0,2543000,47.489693,16.238108,48.373344,41.705318,44.700726,47.525772,0,0,0,1
Iowa,1950,0,2621000,50.312443,-10.115862,57.798786,48.373344,47.525772,46.082695,1,0,1,1
Iowa,1954,0,2626000,35.587399,-4.6848149,44.700726,57.798786,46.082695,48.087238,0,1,1,0
Iowa,1956,0,2703000,35.587399,-7.8346105,47.525772,44.700726,48.087238,46.611118,0,0,0,0
Iowa,1960,1,2758000,40.650627,-3.8255215,46.082695,47.525772,46.611118,37.797729,0,0,0,0
Iowa,1962,0,2750000,43.221909,-6.7777634,48.087238,46.082695,37.797729,50.248318,0,0,1,1
Iowa,1966,0,2762000,61.883144,-23.116722,46.611118,48.087238,50.248318,55.066799,0,0,1,1
Iowa,1968,1,2803000,61.883144,.56070685,37.797729,46.611118,55.066799,52.042187,0,0,0,1
Iowa,1972,0,2860287,40.815681,10.978839,50.248318,37.797729,52.042187,47.906879,1,0,0,0
Iowa,1974,1,2867530,40.475422,4.7665091,55.066799,50.248318,47.906879,45.538723,1,1,1,0
Iowa,1978,0,2918069,48.458382,-3.2173486,52.042187,55.066799,45.538723,55.456257,1,1,1,1
Iowa,1980,1,2913808,48.458382,-7.9456806,47.906879,52.042187,55.456257,33.574654,0,1,0,1
Iowa,1984,0,2858618,38.604164,11.797172,45.538723,47.906879,33.574654,54.472713,0,0,0,0
Iowa,1986,0,2791970,45.887081,-32.460903,55.456257,45.538723,54.472713,27.200205,1,0,1,0
Iowa,1990,0,2779769,54.711926,9.0561066,33.574654,55.456257,27.200205,51.808662,0,1,1,0
Iowa,1992,0,2806923,54.711926,-42.414124,54.472713,33.574654,51.808662,30.493393,1,0,0,0
Iowa,1996,0,2848473,43.285839,5.0944624,27.200205,54.472713,30.493393,54.177647,0,1,0,0
Iowa,1998,0,2861025,50.260967,-37.918381,51.808662,27.200205,54.177647,27.877041,1,0,1,0
Iowa,2002,0,2934234,48.535645,10.398647,30.493393,51.808662,27.877041,62.655785,0,1,1,0
Iowa,2004,0,2953635,48.535645,-42.306526,54.177647,30.493393,62.655785,33.303318,1,0,0,0
Iowa,2008,0,3016734,49.233131,25.394535,27.877041,54.177647,33.303318,,0,1,0,0
Iowa,2010,0,3046355,53.928017,-31.049231,62.655785,27.877041,,,1,0,1,0
Kansas,1914,1,1662000,39.299431,-.76518655,,,33.728374,33.359165,,,1,1
Kansas,1918,0,1729000,49.949429,-29.962679,34.767361,,33.359165,25.223545,0,,1,1
Kansas,1920,0,1769000,49.949429,-30.655489,33.728374,34.767361,25.223545,34.739872,0,0,0,1
Kansas,1924,0,1807000,32.519402,-44.873138,33.359165,33.728374,34.739872,38.906906,0,0,0,0
Kansas,1930,0,1883000,27.06159,-22.186193,34.739872,25.223545,45.667519,48.413532,0,0,1,0
Kansas,1932,0,1883000,27.06159,3.6344707,38.906906,34.739872,48.413532,43.77972,0,0,0,0
Kansas,1936,0,1869000,53.562599,-2.5858939,45.667519,38.906906,43.77972,40.300266,1,0,0,1
Kansas,1938,0,1842000,53.669842,-12.4273,48.413532,45.667519,40.300266,40.653465,0,1,1,1
Kansas,1942,0,1760000,42.395245,-16.81321,43.77972,48.413532,40.653465,42.715214,0,0,1,1
Kansas,1948,1,1892000,39.175171,-12.204364,40.653465,40.300266,43.831894,41.836349,0,0,0,1
Kansas,1950,0,1905000,44.611248,-10.420701,42.715214,40.653465,41.836349,40.463722,0,0,1,1
Kansas,1954,0,2042000,30.496136,-14.491886,43.831894,42.715214,40.463722,43.765305,0,0,1,0
Kansas,1956,0,2119000,30.496136,-17.434448,41.836349,43.831894,43.765305,35.939972,0,0,0,0
Kansas,1962,0,2231000,39.104568,-26.49655,43.765305,40.463722,45.166496,38.663223,0,0,1,1
Kansas,1966,0,2200000,54.08876,-6.9791226,35.939972,43.765305,38.663223,22.020309,0,0,1,1
Kansas,1968,1,2216000,54.08876,-21.417627,45.166496,35.939972,22.020309,49.148323,0,0,0,1
Kansas,1972,0,2256375,34.716076,-50.654366,38.663223,45.166496,49.148323,42.412586,0,0,0,0
Kansas,1974,0,2269499,29.504255,-1.7033488,22.020309,38.663223,42.412586,36.23925,0,0,1,0
Kansas,1978,1,2335657,44.936394,-11.451324,49.148323,22.020309,36.23925,21.235863,0,0,1,1
Kansas,1980,1,2363679,44.936394,-27.521494,42.412586,49.148323,21.235863,29.950726,0,0,0,1
Kansas,1984,0,2424086,33.287575,-54.752899,36.23925,42.412586,29.950726,26.395121,0,0,0,0
Kansas,1986,0,2432619,32.598038,-40.098549,21.235863,36.23925,26.395121,31.02898,0,0,1,0
Kansas,1990,0,2480683,42.559643,-47.209755,29.950726,21.235863,31.02898,34.436947,0,0,1,0
Kansas,1996,1,2598266,33.735611,-27.586906,31.02898,26.395121,31.587822,0,0,0,0,0
Kansas,1998,0,2638667,36.084797,-33.678333,34.436947,31.02898,0,27.487242,0,0,1,0
Kansas,2002,0,2713535,37.238323,-82.522369,31.587822,34.436947,27.487242,36.458466,0,0,1,0
Kansas,2004,0,2734373,37.238323,-41.675537,0,31.587822,36.458466,26.378548,0,0,0,0
Kansas,2008,0,2808076,36.623093,-23.599932,27.487242,0,26.378548,,0,0,0,0
Kansas,2010,1,2853118,41.651966,-43.715828,36.458466,27.487242,,,0,0,1,0
Minnesota,1916,1,2308000,31.843191,-17.741686,,,0,17.895021,,,0,1
Minnesota,1922,0,2451000,19.43281,-29.203754,0,30.840536,6.420198,0,0,0,1,0
Minnesota,1924,0,2521000,19.43281,-40.708351,17.895021,0,0,36.127022,0,0,0,0
Minnesota,1928,0,2592000,6.8008604,-66.292068,6.420198,17.895021,36.127022,29.199558,0,0,0,0
Minnesota,1934,0,2695000,59.910275,-21.780025,36.127022,0,0,20.55706,0,0,1,1
Minnesota,1940,0,2790000,61.843048,-32.439758,0,29.199558,10.410546,39.775543,0,0,0,1
Minnesota,1942,0,2662000,51.486748,-36.566319,20.55706,0,39.775543,59.929676,0,0,1,1
Minnesota,1946,1,2734000,0,-19.147495,10.410546,20.55706,59.929676,42.525799,0,0,1,1
Minnesota,1948,0,2868000,0,20.266417,39.775543,10.410546,42.525799,56.384552,0,0,0,1
Minnesota,1952,0,3030000,0,-14.100862,59.929676,39.775543,56.384552,52.902596,1,0,0,1
Minnesota,1954,0,3113000,0,14.273998,42.525799,59.929676,52.902596,57.531593,0,1,1,0
Minnesota,1958,0,3313000,0,6.2750072,56.384552,42.525799,57.531593,60.337067,1,0,1,0
Minnesota,1964,0,3558000,0,21.082533,57.531593,52.902596,53.942577,57.752472,1,1,0,1
Minnesota,1966,1,3617000,0,8.7281494,60.337067,57.531593,57.752472,56.670208,1,1,1,1
Minnesota,1970,1,3806103,0,16.135475,53.942577,60.337067,56.670208,67.505035,1,1,1,0
Minnesota,1978,1,4015341,0,-19.221159,67.505035,56.670208,46.567997,41.281898,1,1,1,1
Minnesota,1982,0,4131450,0,-6.8640084,40.389423,67.505035,41.281898,40.920872,0,1,1,0
Minnesota,1984,0,4157706,0,-16.800495,46.567997,40.389423,40.920872,50.44117,0,0,0,0
Minnesota,1988,0,4296166,49.736099,-18.158257,41.281898,46.567997,50.44117,44.099907,0,0,0,0
Minnesota,1990,0,4387283,0,.8823365,40.920872,41.281898,44.099907,50.318909,0,0,1,0
Minnesota,1994,1,4566028,43.484653,-4.9518614,50.44117,40.920872,50.318909,48.83419,1,0,1,0
Minnesota,2000,0,4919631,51.099949,5.541554,50.318909,44.099907,47.33556,58.056347,1,0,0,0
Minnesota,2002,1,5018935,47.905575,-2.1933019,48.83419,50.318909,58.056347,42.363312,1,1,1,0
Minnesota,2006,1,5163555,51.089687,20.119921,47.33556,48.83419,42.363312,,0,1,1,0
Minnesota,2008,0,5247018,51.089687,.010898709,58.056347,47.33556,,,1,0,0,0
Missouri,1916,0,3527000,47.34642,3.1214089,50.404949,,44.472996,51.361042,1,,0,1
Missouri,1922,0,3437000,43.145306,3.5589159,44.472996,50.56414,51.294697,47.881271,0,1,1,0
Missouri,1928,1,3601000,43.801319,-4.0329695,51.294697,51.361042,63.180447,59.544922,1,1,0,0
Missouri,1932,1,3746000,44.15406,27.324898,47.881271,51.294697,59.544922,60.690617,0,1,0,0
Missouri,1934,0,3784000,63.694008,19.832119,63.180447,47.881271,60.690617,51.169151,1,0,1,1
Missouri,1938,0,3781000,60.758053,21.541695,59.544922,63.180447,51.169151,49.89296,1,1,1,1
Missouri,1944,1,3560000,52.269226,-.11554658,51.169151,60.690617,47.093048,53.588261,1,1,0,1
Missouri,1946,1,3746000,51.370876,-5.6167989,49.89296,51.169151,53.588261,53.986538,0,1,1,1
Missouri,1950,0,3955000,58.108372,7.2359114,47.093048,49.89296,53.986538,56.410049,0,0,1,1
Missouri,1952,0,3972000,58.108372,8.0484419,53.588261,47.093048,56.410049,66.450554,1,0,0,1
Missouri,1958,0,4186000,50.1087,32.901108,56.410049,53.986538,54.565273,66.552856,1,1,1,0
Missouri,1962,0,4357000,50.258034,9.1305523,66.450554,56.410049,66.552856,51.019745,1,1,1,1
Missouri,1964,0,4442000,50.258034,33.105705,54.565273,66.450554,51.019745,51.049526,1,1,0,1
Missouri,1968,1,4568000,64.049591,2.0394921,66.552856,54.565273,51.049526,60.069527,1,1,0,1
Missouri,1970,0,4677623,43.73822,2.9229403,51.019745,66.552856,60.069527,42.496109,1,1,1,0
Missouri,1974,0,4795930,37.705666,20.790035,51.049526,51.019745,42.496109,52.001751,1,1,1,0
Missouri,1976,1,4839029,37.705666,-14.442503,60.069527,51.049526,52.001751,49.14925,1,1,0,0
Missouri,1980,1,4916686,51.178764,4.3279858,42.496109,60.069527,49.14925,47.357422,0,1,0,1
Missouri,1982,0,4929451,44.380699,-1.7004609,52.001751,42.496109,47.357422,31.750166,1,0,1,0
Missouri,1986,1,5023068,39.97525,-5.2789927,49.14925,52.001751,31.750166,44.925892,0,1,1,0
Missouri,1988,0,5081736,39.97525,-35.950809,47.357422,49.14925,44.925892,35.698906,0,0,0,0
Missouri,1992,0,5193686,47.850449,-6.9613514,31.750166,47.357422,35.698906,43.771122,0,0,0,0
Missouri,1994,1,5281206,44.06625,-24.023893,44.925892,31.750166,43.771122,50.466591,0,0,1,0
Missouri,1998,0,5437562,47.539577,-8.9048653,35.698906,44.925892,50.466591,42.797081,0,0,1,0
Missouri,2004,0,5747741,47.08427,-13.295439,50.466591,43.771122,49.578358,39.156681,1,0,0,0
